From src:'1'	To src:'3'
CHEMBL443436	3AV
CHEMBL1232074	D3X
CHEMBL1378094	1DD
CHEMBL1773785	LL3
CHEMBL1206178	2H9
CHEMBL324609	8HS
CHEMBL4283424	8JO
CHEMBL1928285	J1C
CHEMBL50300	PAE
CHEMBL1231391	BM3
CHEMBL449129	C2U
CHEMBL410462	550
CHEMBL479880	NBB
CHEMBL3909654	ZI7
CHEMBL46931	JZ0
CHEMBL249120	XYD
CHEMBL576	SIN
CHEMBL151958	LIH
CHEMBL4470644	PZV
CHEMBL448008	ZPQ
CHEMBL2326358	12S
CHEMBL4297590	NS2
CHEMBL3780091	66P
CHEMBL3545879	GDF
CHEMBL3798468	4ZX
CHEMBL4472979	DL3
CHEMBL475	PTS
CHEMBL1812049	B8W
CHEMBL1230547	76V
CHEMBL4582624	K1E
CHEMBL363847	IHE
CHEMBL316779	P9B
CHEMBL4458858	EWT
CHEMBL4455473	VIF
CHEMBL4435048	7YC
CHEMBL291544	93Q
CHEMBL1233638	IOY
CHEMBL3809850	668
CHEMBL64579	CR3
CHEMBL4175942	G9K
CHEMBL2180955	NI5
CHEMBL3121193	1PV
CHEMBL1231652	CAN
CHEMBL278240	2XE
CHEMBL270686	MFR
CHEMBL3126187	2S6
CHEMBL507420	R47
CHEMBL126238	9MX
CHEMBL3805372	62R
CHEMBL213969	C1A
CHEMBL4460623	D62
CHEMBL525239	ZEA
CHEMBL2059811	88N
CHEMBL13589	7ZF
CHEMBL579640	3O6
CHEMBL3823918	6BE
CHEMBL156887	5YA
CHEMBL1956642	0DJ
CHEMBL1380	1KX
CHEMBL1213271	PIQ
CHEMBL2398657	WPH
CHEMBL1201384	DCT
CHEMBL4571323	Q71
CHEMBL408967	CTF
CHEMBL218222	LI0
CHEMBL26215	OC9
CHEMBL56279	CNN
CHEMBL3586718	FZB
CHEMBL1256112	MQH
CHEMBL84096	G9L
CHEMBL377303	3SP
CHEMBL125582	7N8
CHEMBL1867851	LVD
CHEMBL4063676	4UT
CHEMBL410295	AM9
CHEMBL204394	DIN
CHEMBL68738	3GU
CHEMBL380955	N5T
CHEMBL3695463	3M2
CHEMBL3414692	FK1
CHEMBL365776	LI2
CHEMBL4583591	JEB
CHEMBL3236466	2VX
CHEMBL1230903	AI2
CHEMBL4170679	C9Y
CHEMBL1829174	2YB
CHEMBL94657	EPB
CHEMBL1232889	G14
CHEMBL3103191	5Y4
CHEMBL2023131	RFN
CHEMBL3235089	1YP
CHEMBL56367	NIM
CHEMBL4092708	DQP
CHEMBL145979	OAG
CHEMBL1088430	BFX
CHEMBL1579917	XLP
CHEMBL1865925	SBK
CHEMBL3978318	M52
CHEMBL190467	789
CHEMBL4438830	FQE
CHEMBL3589752	M0B
CHEMBL609887	4D9
CHEMBL490034	6ZB
CHEMBL201880	EHA
CHEMBL1099168	Z70
CHEMBL2088096	2K5
CHEMBL2377813	27Z
CHEMBL1615189	QK0
CHEMBL1907130	WGV
CHEMBL1231458	BRC
CHEMBL245678	D92
CHEMBL376280	04E
CHEMBL329363	2LG
CHEMBL1230276	4F8
CHEMBL166863	949
CHEMBL3087052	435
CHEMBL1911792	EBC
CHEMBL2036808	CKJ
CHEMBL1947058	V11
CHEMBL4461007	O41
CHEMBL376564	IPM
CHEMBL1335126	6ZY
CHEMBL4129018	3GF
CHEMBL3233398	NDY
CHEMBL113381	ETP
CHEMBL304858	R71
CHEMBL4464764	6JO
CHEMBL48185	MME
CHEMBL379367	AXX
CHEMBL2425645	1BJ
CHEMBL3609362	4KM
CHEMBL2180969	EUR
CHEMBL1230705	A2T
CHEMBL1088659	PET
CHEMBL406393	DXC
CHEMBL4476588	HKK
CHEMBL513189	ZZV
CHEMBL3792472	NVU
CHEMBL451432	TH4
CHEMBL3086264	M8B
CHEMBL219158	MR9
CHEMBL274733	JHJ
CHEMBL74078	NPV
CHEMBL2035655	9PQ
CHEMBL2398242	LTZ
CHEMBL1489	5AE
CHEMBL228862	EMU
CHEMBL3342978	H9Y
CHEMBL258994	749
CHEMBL3330125	953
CHEMBL1643878	FHF
CHEMBL280331	O8Y
CHEMBL4062803	77V
CHEMBL2333400	VD9
CHEMBL4126054	KMW
CHEMBL3427397	85Z
CHEMBL45408	16K
CHEMBL174	AIC
CHEMBL45177	VSE
CHEMBL4576609	Y22
CHEMBL480523	AFZ
CHEMBL4064869	97E
CHEMBL276815	AMQ
CHEMBL4175060	E0K
CHEMBL3980461	O21
CHEMBL3276621	CW2
CHEMBL196526	DFM
CHEMBL1182714	G2X
CHEMBL1477600	A7M
CHEMBL20563	3BZ
CHEMBL474857	4BE
CHEMBL2043027	0LN
CHEMBL1305980	CNW
CHEMBL4214963	EWG
CHEMBL4588130	JOM
CHEMBL1314652	3YM
CHEMBL450836	8MB
CHEMBL434302	CO1
CHEMBL561360	NN3
CHEMBL4094125	5WF
CHEMBL1738870	QI3
CHEMBL4128885	LFV
CHEMBL4070633	FJH
CHEMBL268282	8MC
CHEMBL4127864	A9B
CHEMBL2169919	0QK
CHEMBL4434796	JEE
CHEMBL1891657	A65
CHEMBL310012	383
CHEMBL4573171	E31
CHEMBL1234086	LS2
CHEMBL4102788	E3Y
CHEMBL410668	N4D
CHEMBL399755	TG8
CHEMBL4096653	JFP
CHEMBL302376	5N5
CHEMBL1160562	BIS
CHEMBL127	MEM
CHEMBL4086403	7KZ
CHEMBL3125908	O2N
CHEMBL566945	4UC
CHEMBL2152712	758
CHEMBL1194287	C4C
CHEMBL16909	4WA
CHEMBL3920024	8QH
CHEMBL260287	CY9
CHEMBL869	NFZ
CHEMBL3088230	2P9
CHEMBL250787	448
CHEMBL4550982	QW9
CHEMBL3235330	2Q8
CHEMBL3414896	R82
CHEMBL1235520	PXT
CHEMBL3770568	31P
CHEMBL316053	815
CHEMBL1232258	DLE
CHEMBL250086	WCA
CHEMBL200001	DZ8
CHEMBL4216473	F8H
CHEMBL4552313	GQ5
CHEMBL54918	5UD
CHEMBL1673046	4WG
CHEMBL2381379	1JV
CHEMBL4546836	5ZE
CHEMBL2335864	32W
CHEMBL4101037	3BQ
CHEMBL380331	DT4
CHEMBL4442735	9QO
CHEMBL410744	MYD
CHEMBL4303434	L76
CHEMBL1230279	4FF
CHEMBL3559030	2GZ
CHEMBL1234367	MM0
CHEMBL504	DMS
CHEMBL2387080	799
CHEMBL110458	DGJ
CHEMBL1234172	M3S
CHEMBL1235252	PG2
CHEMBL4570029	H72
CHEMBL1222151	HSH
CHEMBL4246624	F5Z
CHEMBL1234672	NDN
CHEMBL3983638	7AX
CHEMBL1995916	M4N
CHEMBL4170561	CKV
CHEMBL1645255	0M4
CHEMBL556717	34N
CHEMBL371668	PGH
CHEMBL1422	715
CHEMBL217045	12B
CHEMBL115530	0D8
CHEMBL208943	RCP
CHEMBL464251	7PD
CHEMBL4297610	PWV
CHEMBL188225	CHQ
CHEMBL3797893	3UG
CHEMBL1738777	BYH
CHEMBL4541864	BSW
CHEMBL1234306	MGT
CHEMBL275638	FLN
CHEMBL3278349	GM7
CHEMBL226335	RUT
CHEMBL2047887	0GO
CHEMBL561654	DTA
CHEMBL871	911
CHEMBL4520147	MLS
CHEMBL2409605	5RI
CHEMBL493	08Y
CHEMBL328875	4AZ
CHEMBL1738941	Z57
CHEMBL1615183	QAR
CHEMBL3110021	KEE
CHEMBL3959972	77X
CHEMBL564	P2Z
CHEMBL4549878	5EW
CHEMBL34704	5BM
CHEMBL406105	ZZA
CHEMBL1761615	D90
CHEMBL1234002	LHL
CHEMBL3354185	3R0
CHEMBL1478	4OA
CHEMBL3109630	2OD
CHEMBL4448453	6OV
CHEMBL2426244	JWW
CHEMBL1236892	YBY
CHEMBL3981139	6LO
CHEMBL3622853	M4D
CHEMBL219341	AZA
CHEMBL4465718	N0M
CHEMBL3221307	CXG
CHEMBL255305	KLV
CHEMBL367588	397
CHEMBL1230826	ADF
CHEMBL3969394	I5R
CHEMBL17	I7A
CHEMBL4447565	HV4
CHEMBL2138220	KVT
CHEMBL1230170	3NV
CHEMBL2333603	L87
CHEMBL364447	7AK
CHEMBL4164423	RTF
CHEMBL477683	PA0
CHEMBL473922	IMG
CHEMBL3318310	LFS
CHEMBL474678	L1C
CHEMBL1229801	21U
CHEMBL32051	S1G
CHEMBL1236251	TEN
CHEMBL259727	CT4
CHEMBL4278109	KK4
CHEMBL3341771	1SG
CHEMBL3919597	7H3
CHEMBL4475680	HZK
CHEMBL2103879	TUH
CHEMBL1213368	GF4
CHEMBL593335	GL9
CHEMBL1231498	BTX
CHEMBL274064	SB4
CHEMBL31466	BNP
CHEMBL4449143	FVR
CHEMBL456732	MYZ
CHEMBL200077	FRP
CHEMBL1933936	77D
CHEMBL1172910	X90
CHEMBL169370	BE0
CHEMBL4216809	BY8
CHEMBL3653399	SL8
CHEMBL1081659	KRP
CHEMBL1738791	DW0
CHEMBL1213445	IFL
CHEMBL293776	HUL
CHEMBL1222608	XJH
CHEMBL4468251	GJT
CHEMBL3632831	BC5
CHEMBL332724	GVU
CHEMBL318516	DRE
CHEMBL460102	I19
CHEMBL3970282	8ZV
CHEMBL3651966	5H7
CHEMBL1171505	B8Y
CHEMBL3928608	6PW
CHEMBL9519	DUD
CHEMBL2325909	19S
CHEMBL3344088	3JO
CHEMBL4457858	B9C
CHEMBL2204736	VYD
CHEMBL392695	ZZD
CHEMBL2041076	D1J
CHEMBL299001	SBN
CHEMBL1535102	H0G
CHEMBL1427817	J4K
CHEMBL4091374	BJB
CHEMBL4086222	8BY
CHEMBL23296	O90
CHEMBL487738	LZ4
CHEMBL2414428	QJ4
CHEMBL94061	SR2
CHEMBL282686	AZ2
CHEMBL1770734	2BG
CHEMBL4166126	3TG
CHEMBL1201284	YP4
CHEMBL3775977	5UO
CHEMBL1902018	IQ0
CHEMBL3818545	W64
CHEMBL2348850	1B4
CHEMBL4549174	3IT
CHEMBL495087	SII
CHEMBL16645	PCR
CHEMBL443355	G37
CHEMBL291678	DTF
CHEMBL1097567	2OB
CHEMBL1478528	WMY
CHEMBL350320	NFA
CHEMBL1233727	J75
CHEMBL1330631	RUY
CHEMBL4475494	QL7
CHEMBL247396	HK5
CHEMBL3805123	U4W
CHEMBL439973	GPB
CHEMBL2064557	N53
CHEMBL1615026	J28
CHEMBL249736	SCZ
CHEMBL3910343	5F3
CHEMBL279107	I3P
CHEMBL208262	NA9
CHEMBL3907558	8O1
CHEMBL240805	FT2
CHEMBL859	141
CHEMBL104264	IQB
CHEMBL1160328	FM0
CHEMBL3086884	NUE
CHEMBL3769897	QA4
CHEMBL4094689	W69
CHEMBL460809	HZH
CHEMBL4446995	7TL
CHEMBL402305	VG3
CHEMBL589752	HRG
CHEMBL2348417	W19
CHEMBL1230020	324
CHEMBL57284	BML
CHEMBL63071	1PP
CHEMBL3991385	W7K
CHEMBL3098771	1O8
CHEMBL3907668	VSP
CHEMBL2009270	A4S
CHEMBL4595560	QEV
CHEMBL416146	5CH
CHEMBL4441783	CZG
CHEMBL3287379	ZC0
CHEMBL1232598	EVA
CHEMBL1231557	C16
CHEMBL1234877	NZS
CHEMBL1383671	4SV
CHEMBL1939782	0CV
CHEMBL1234355	MLC
CHEMBL3127516	20N
CHEMBL1433762	FVN
CHEMBL327579	HM4
CHEMBL1208355	CB6
CHEMBL3590478	XPY
CHEMBL344922	DC4
CHEMBL43612	JUG
CHEMBL2031238	QC0
CHEMBL136145	ETM
CHEMBL3804971	GGJ
CHEMBL385324	1PM
CHEMBL4074437	8XH
CHEMBL2059006	88W
CHEMBL345292	LEE
CHEMBL1214620	YSV
CHEMBL255476	NP6
CHEMBL3356186	3BW
CHEMBL3318911	UHX
CHEMBL65606	POH
CHEMBL193156	L12
CHEMBL13045	CTI
CHEMBL1939371	VHA
CHEMBL196635	CY6
CHEMBL1908376	EB1
CHEMBL2441067	2J9
CHEMBL324769	81J
CHEMBL4562603	HOJ
CHEMBL189434	PFQ
CHEMBL2431090	1XB
CHEMBL114	ROC
CHEMBL3614055	44M
CHEMBL4060939	4W0
CHEMBL3883775	5AJ
CHEMBL1070	NBO
CHEMBL4528514	U6D
CHEMBL198408	IHU
CHEMBL18591	2PC
CHEMBL3763540	5RA
CHEMBL428963	CQU
CHEMBL4096573	KHM
CHEMBL2086791	0QX
CHEMBL4436742	1XM
CHEMBL1234443	MPO
CHEMBL491019	R8D
CHEMBL4564752	BZ7
CHEMBL1336	BAX
CHEMBL4521381	CKO
CHEMBL3818373	W66
CHEMBL2069623	16W
CHEMBL529	ZIT
CHEMBL496942	GG1
CHEMBL15722	3MP
CHEMBL495498	94D
CHEMBL1230169	3NU
CHEMBL240954	SL0
CHEMBL1233689	IVH
CHEMBL3605410	3Y1
CHEMBL3805621	7KY
CHEMBL97797	94W
CHEMBL252057	VG7
CHEMBL4557453	KM7
CHEMBL20	AZM
CHEMBL1233795	K05
CHEMBL1232048	D1H
CHEMBL517026	E7C
CHEMBL1614772	3Q1
CHEMBL3938760	5QL
CHEMBL3676167	9EY
CHEMBL1373440	45M
CHEMBL2386127	1BX
CHEMBL2063090	SUE
CHEMBL141079	7N7
CHEMBL1614805	78H
CHEMBL1994343	KTC
CHEMBL1240591	FYV
CHEMBL377149	AXQ
CHEMBL2426446	YI4
CHEMBL2178713	10Q
CHEMBL4585642	5RG
CHEMBL11266	146
CHEMBL4175992	FUE
CHEMBL1235634	RCL
CHEMBL866	MOA
CHEMBL934	MYT
CHEMBL3890052	CG7
CHEMBL91108	UKH
CHEMBL4090281	74F
CHEMBL1614813	881
CHEMBL1206429	C4Z
CHEMBL3301601	66F
CHEMBL15594	ACD
CHEMBL551043	AJI
CHEMBL10729	FOG
CHEMBL2348996	0KF
CHEMBL436	TOL
CHEMBL95463	EUH
CHEMBL3613790	5A1
CHEMBL1197637	EWV
CHEMBL516	C7H
CHEMBL4579951	NM4
CHEMBL4548850	JED
CHEMBL1213467	OXZ
CHEMBL476894	BLS
CHEMBL175691	T27
CHEMBL387262	817
CHEMBL3104289	WHA
CHEMBL1649664	1NG
CHEMBL311389	CKA
CHEMBL1256760	A8Z
CHEMBL480678	KJG
CHEMBL4177035	R38
CHEMBL1469026	K0V
CHEMBL1308	4PZ
CHEMBL3128022	1VO
CHEMBL4533071	K89
CHEMBL3945401	IHS
CHEMBL4470374	GNW
CHEMBL4071288	W79
CHEMBL56053	IIL
CHEMBL3331362	N6P
CHEMBL562369	GHW
CHEMBL3422320	EQ5
CHEMBL3678120	EKS
CHEMBL1229682	179
CHEMBL420910	UR2
CHEMBL4583025	U0Y
CHEMBL557915	H22
CHEMBL3330167	BH9
CHEMBL3342720	FJ5
CHEMBL409038	VX1
CHEMBL4092526	78R
CHEMBL2314173	19G
CHEMBL276780	DLM
CHEMBL326294	ISN
CHEMBL4540226	FCQ
CHEMBL4081890	9YA
CHEMBL292268	ADK
CHEMBL4546725	JC7
CHEMBL64676	656
CHEMBL3740104	5N2
CHEMBL309804	N2Y
CHEMBL4227864	9B5
CHEMBL45068	G50
CHEMBL449902	5ER
CHEMBL204459	N4T
CHEMBL90	HSM
CHEMBL230951	HJT
CHEMBL2331855	1A0
CHEMBL4227124	65J
CHEMBL3781319	5SU
CHEMBL2030016	JHB
CHEMBL293492	9Y6
CHEMBL326475	71G
CHEMBL59238	ALO
CHEMBL4093031	8XJ
CHEMBL4591345	OE7
CHEMBL1256568	MD6
CHEMBL2171249	0LA
CHEMBL1229713	1B0
CHEMBL232566	ME1
CHEMBL655	08J
CHEMBL4562879	J4M
CHEMBL559401	P37
CHEMBL1906955	WLS
CHEMBL364869	MAJ
CHEMBL99	TSN
CHEMBL292963	BFI
CHEMBL3640258	60T
CHEMBL3608791	4VE
CHEMBL28319	2AF
CHEMBL3577124	4Z5
CHEMBL519827	6DE
CHEMBL1423878	BKV
CHEMBL327715	130
CHEMBL327715	780
CHEMBL3126333	3R7
CHEMBL108766	DAO
CHEMBL409247	LWQ
CHEMBL3400905	76D
CHEMBL4087267	7EA
CHEMBL427421	993
CHEMBL3884851	GBT
CHEMBL2377863	Z62
CHEMBL261309	G80
CHEMBL124426	1AG
CHEMBL4059543	F31
CHEMBL4444783	AQ0
CHEMBL2177813	13Q
CHEMBL4162514	TI7
CHEMBL1408684	9E8
CHEMBL36661	MS6
CHEMBL107	LOC
CHEMBL4297188	6S1
CHEMBL472844	MZ4
CHEMBL1235551	PZQ
CHEMBL32778	PSP
CHEMBL219828	83R
CHEMBL2047869	RI9
CHEMBL440283	B81
CHEMBL3589671	4E2
CHEMBL2426565	2Y0
CHEMBL142485	ZAT
CHEMBL4117641	DJS
CHEMBL505661	WA1
CHEMBL4533934	PZJ
CHEMBL3818057	6FT
CHEMBL2107783	GNO
CHEMBL1082598	23Y
CHEMBL1230282	4FY
CHEMBL207095	A37
CHEMBL359482	QPP
CHEMBL470084	LX0
CHEMBL291324	B53
CHEMBL1187319	LZD
CHEMBL3736586	M85
CHEMBL85031	3VY
CHEMBL3577289	2VD
CHEMBL4059589	5W4
CHEMBL257166	9UE
CHEMBL4460800	HH4
CHEMBL1207355	RIE
CHEMBL189366	GB2
CHEMBL559612	9GF
CHEMBL4203759	GO7
CHEMBL20667	GPA
CHEMBL1928689	YM7
CHEMBL467503	0XM
CHEMBL1728638	4K8
CHEMBL1231535	BYS
CHEMBL1232453	E72
CHEMBL4526050	C6K
CHEMBL565033	X46
CHEMBL3357662	3UY
CHEMBL1338376	JNY
CHEMBL393949	BEY
CHEMBL961	DCD
CHEMBL393164	CO9
CHEMBL4440757	N2J
CHEMBL255194	314
CHEMBL4437030	TLJ
CHEMBL1094017	WYE
CHEMBL3904183	64E
CHEMBL104505	J4X
CHEMBL171512	TCE
CHEMBL3774645	TS8
CHEMBL1233896	KVY
CHEMBL562634	C61
CHEMBL335206	AT4
CHEMBL2074784	MUX
CHEMBL564698	JZC
CHEMBL1160028	9ZZ
CHEMBL3185107	7BC
CHEMBL2443233	1ZQ
CHEMBL3233609	S0K
CHEMBL2335147	1H2
CHEMBL583986	ND7
CHEMBL3353420	9YE
CHEMBL1234557	MYS
CHEMBL4457164	9FC
CHEMBL358064	111
CHEMBL1230249	4AL
CHEMBL2382336	IXE
CHEMBL4576082	FUU
CHEMBL1738748	5EL
CHEMBL359020	2PU
CHEMBL258256	FF3
CHEMBL1738901	T04
CHEMBL549695	TTT
CHEMBL4117027	8J7
CHEMBL2062774	BT8
CHEMBL1621346	J0V
CHEMBL4087784	9LB
CHEMBL1869629	H54
CHEMBL4168104	99X
CHEMBL4570284	052
CHEMBL2333436	0PF
CHEMBL233464	58L
CHEMBL605003	K88
CHEMBL2403219	1M9
CHEMBL4203733	FVY
CHEMBL149752	EPT
CHEMBL491294	2E3
CHEMBL2409185	6XT
CHEMBL887	RAU
CHEMBL222519	E2Q
CHEMBL2017974	SD5
CHEMBL4454542	JDG
CHEMBL189796	D2K
CHEMBL207228	73Q
CHEMBL592010	3C4
CHEMBL561499	M7O
CHEMBL4089505	C0S
CHEMBL571091	24P
CHEMBL361845	KNL
CHEMBL4175041	BWY
CHEMBL4455718	K1H
CHEMBL1928784	6MS
CHEMBL1235365	PNG
CHEMBL2048917	D7A
CHEMBL1316473	Z02
CHEMBL1082983	HB2
CHEMBL1213155	5JZ
CHEMBL4059722	F1U
CHEMBL4467328	LSU
CHEMBL3544964	6QB
CHEMBL1233973	LDA
CHEMBL4513265	72K
CHEMBL2206907	F1S
CHEMBL1463	1LD
CHEMBL4453539	5WR
CHEMBL1269145	2H8
CHEMBL185070	GXD
CHEMBL1236188	TAP
CHEMBL1782956	7EG
CHEMBL1526652	17C
CHEMBL1650941	5CE
CHEMBL1233922	L23
CHEMBL4436158	67C
CHEMBL12279	ZZ1
CHEMBL2347207	1HJ
CHEMBL69330	FPP
CHEMBL265720	D25
CHEMBL2381491	3IS
CHEMBL41355	FBX
CHEMBL79720	8WB
CHEMBL3309998	G3R
CHEMBL573811	5WB
CHEMBL605020	HSX
CHEMBL467058	LVO
CHEMBL473417	VIS
CHEMBL1765602	17G
CHEMBL503168	CC6
CHEMBL551052	TGE
CHEMBL1420719	O0Y
CHEMBL134022	BZC
CHEMBL1235713	RO6
CHEMBL1222130	OYJ
CHEMBL18850	CYH
CHEMBL2057736	0TB
CHEMBL3806115	69M
CHEMBL1206141	ARU
CHEMBL4208229	AY7
CHEMBL4524997	M7N
CHEMBL4170450	L5D
CHEMBL6	IMN
CHEMBL1234283	MFB
CHEMBL1455653	41F
CHEMBL4091108	QOZ
CHEMBL1232461	EAM
CHEMBL4175585	9JW
CHEMBL2152296	0NL
CHEMBL416301	H23
CHEMBL3114000	MG0
CHEMBL1233786	JZN
CHEMBL3234630	5G3
CHEMBL3818090	6HO
CHEMBL3731789	7FW
CHEMBL3990191	KRO
CHEMBL4556828	7RD
CHEMBL1973138	BXM
CHEMBL3228257	0PR
CHEMBL4565975	H55
CHEMBL1319813	LV5
CHEMBL920	CHT
CHEMBL307429	NOJ
CHEMBL2088336	YS1
CHEMBL2326885	1FG
CHEMBL2098175	FG0
CHEMBL117658	CT2
CHEMBL1231683	CCK
CHEMBL1738931	Y02
CHEMBL1230240	475
CHEMBL286678	262
CHEMBL3622724	3T2
CHEMBL4544229	NF6
CHEMBL3468572	WZM
CHEMBL600	SC2
CHEMBL592390	2T5
CHEMBL1084868	KJZ
CHEMBL4287247	M8K
CHEMBL321357	DAB
CHEMBL3775263	4BJ
CHEMBL4175515	8PL
CHEMBL2159526	387
CHEMBL14189	PIY
CHEMBL559973	FTR
CHEMBL4538701	LUJ
CHEMBL134529	CR1
CHEMBL1934757	HHJ
CHEMBL3317858	EK8
CHEMBL200255	2DD
CHEMBL2377857	50Z
CHEMBL15487	PIP
CHEMBL44833	DP1
CHEMBL4451702	NQT
CHEMBL2407759	1UL
CHEMBL329785	ABV
CHEMBL1409021	LXA
CHEMBL4559358	EU5
CHEMBL4453294	R58
CHEMBL4586628	7A5
CHEMBL4173216	8Z0
CHEMBL8821	DP0
CHEMBL484085	0YV
CHEMBL4303459	SSF
CHEMBL3959056	O2B
CHEMBL311228	OLP
CHEMBL375971	MRE
CHEMBL298019	J77
CHEMBL1092926	DQX
CHEMBL4096183	87G
CHEMBL450917	7DV
CHEMBL234567	KGY
CHEMBL4526283	L91
CHEMBL466269	XND
CHEMBL34412	DDF
CHEMBL1532322	FQD
CHEMBL554496	ZZ5
CHEMBL127214	BEE
CHEMBL1086597	GT1
CHEMBL72388	5MC
CHEMBL446208	LX2
CHEMBL1235623	RBC
CHEMBL161604	B54
CHEMBL3979920	7KG
CHEMBL218289	U1N
CHEMBL1229545	0A7
CHEMBL109420	ZAM
CHEMBL771	4AX
CHEMBL2392656	H48
CHEMBL388593	TVW
CHEMBL3793603	5BH
CHEMBL4587512	DUL
CHEMBL454801	U10
CHEMBL289556	FT8
CHEMBL197500	1AH
CHEMBL1232589	ETN
CHEMBL3236357	2U0
CHEMBL3128055	2OO
CHEMBL4297405	61T
CHEMBL2314510	R2N
CHEMBL346933	3KP
CHEMBL3337540	25S
CHEMBL513300	3J6
CHEMBL1232777	FMB
CHEMBL3221576	G40
CHEMBL4516343	YF7
CHEMBL3398262	1JT
CHEMBL1738751	63F
CHEMBL191740	ERH
CHEMBL31574	FSE
CHEMBL480411	5B3
CHEMBL4173997	CKY
CHEMBL601	FVT
CHEMBL1940244	3RW
CHEMBL3361252	6QX
CHEMBL3039529	W97
CHEMBL3991216	JDB
CHEMBL1092952	G58
CHEMBL3087806	Q4Q
CHEMBL224633	E60
CHEMBL594575	K68
CHEMBL237847	71A
CHEMBL1818121	Q20
CHEMBL1232755	FL1
CHEMBL2442081	Y6J
CHEMBL298359	MQA
CHEMBL2326361	1EV
CHEMBL145347	LSD
CHEMBL4435393	KHQ
CHEMBL1234391	MNG
CHEMBL224128	20E
CHEMBL1232562	ERG
CHEMBL594034	UNT
CHEMBL436559	HG0
CHEMBL404719	53C
CHEMBL350028	DA7
CHEMBL1196708	QN2
CHEMBL202609	401
CHEMBL603367	R1P
CHEMBL123325	AJN
CHEMBL281593	NMG
CHEMBL443738	ESJ
CHEMBL3265155	F61
CHEMBL4059912	D58
CHEMBL8659	OLA
CHEMBL1234889	O27
CHEMBL522387	1AU
CHEMBL1349957	RKY
CHEMBL1235112	P6F
CHEMBL199441	A04
CHEMBL3942123	8QK
CHEMBL566875	B2D
CHEMBL4206099	8W3
CHEMBL4249170	N9P
CHEMBL261644	1RO
CHEMBL3890313	5O3
CHEMBL1230001	2T1
CHEMBL1618319	PP9
CHEMBL1524317	NRV
CHEMBL4280968	GBZ
CHEMBL4064189	9ZS
CHEMBL1234521	MUL
CHEMBL4297215	E4Z
CHEMBL1327799	JS1
CHEMBL1162112	PGZ
CHEMBL287677	0T3
CHEMBL200469	2D7
CHEMBL2040853	GPV
CHEMBL3407847	3Z1
CHEMBL3360975	652
CHEMBL3634600	OK1
CHEMBL1547	VIB
CHEMBL2312403	3ZA
CHEMBL239857	C27
CHEMBL186483	AM4
CHEMBL209720	DUX
CHEMBL54922	PRO
CHEMBL3989093	34X
CHEMBL4160290	XEV
CHEMBL1205969	3OH
CHEMBL3248231	AOT
CHEMBL3797597	GOW
CHEMBL509064	4HG
CHEMBL1697694	AFT
CHEMBL276849	BAQ
CHEMBL3632711	41P
CHEMBL4517402	9D0
CHEMBL1231574	C2F
CHEMBL1231574	THH
CHEMBL3907295	TWV
CHEMBL383322	RX8
CHEMBL549906	GMG
CHEMBL326611	194
CHEMBL2312867	H4V
CHEMBL486954	CI2
CHEMBL3426603	3K7
CHEMBL70663	TPB
CHEMBL703	SCK
CHEMBL4281333	3X1
CHEMBL1233987	LG3
CHEMBL406493	A79
CHEMBL4159254	CKS
CHEMBL1236882	Y11
CHEMBL4521431	J3E
CHEMBL1614935	EJZ
CHEMBL593503	UAA
CHEMBL3794132	9CQ
CHEMBL2017557	0G2
CHEMBL1650287	WHF
CHEMBL4465534	C7O
CHEMBL4088892	8UO
CHEMBL189938	L05
CHEMBL4469155	D79
CHEMBL595349	GVF
CHEMBL220492	TOR
CHEMBL400756	AP
CHEMBL280998	CAQ
CHEMBL3233209	YH4
CHEMBL4101727	T34
CHEMBL460831	3GC
CHEMBL4172180	AVA
CHEMBL4098659	6S3
CHEMBL4063725	80R
CHEMBL485012	3IO
CHEMBL3589062	BY9
CHEMBL1233274	HE7
CHEMBL466246	LNV
CHEMBL1234265	MEA
CHEMBL3798382	5Y8
CHEMBL1162543	65S
CHEMBL4160035	C9J
CHEMBL1235460	PSJ
CHEMBL1164953	PFU
CHEMBL456807	PHZ
CHEMBL2285864	P9Y
CHEMBL342604	0IV
CHEMBL4588581	KLY
CHEMBL3326436	7FH
CHEMBL1236184	TAL
CHEMBL190	TEP
CHEMBL4091128	A6S
CHEMBL2088089	0S7
CHEMBL4078742	EXD
CHEMBL1235429	PRB
CHEMBL1738890	RLL
CHEMBL4579153	BT0
CHEMBL261849	MUJ
CHEMBL3581529	3SN
CHEMBL467584	4X9
CHEMBL1738935	YCU
CHEMBL487887	B8F
CHEMBL312607	ND8
CHEMBL48137	49O
CHEMBL1716091	8QS
CHEMBL211312	UMP
CHEMBL211312	DU
CHEMBL10118	FMX
CHEMBL3259898	4BI
CHEMBL1230095	3BR
CHEMBL3827272	VT3
CHEMBL410448	SNX
CHEMBL561540	J67
CHEMBL1170454	DEG
CHEMBL3400460	3ZK
CHEMBL1232205	DGI
CHEMBL578474	LGK
CHEMBL189362	FU2
CHEMBL378506	6M9
CHEMBL2040562	581
CHEMBL4525767	QBN
CHEMBL485870	A8T
CHEMBL3422239	SI6
CHEMBL2152124	751
CHEMBL4127590	F48
CHEMBL4550875	L8J
CHEMBL1562819	EHL
CHEMBL4081944	GPK
CHEMBL571860	1LI
CHEMBL260553	MKT
CHEMBL441225	GBK
